SequÍncia;Data Fato;Hora Fato;Grupo Fato;Tipo Enquadramento;Tipo Fato;Municipio Fato;Local Fato;Bairro;Quantidade VÌtimas;Idade VÌtima;Sexo VÌtima;Cor VÌtima
251466;21/04/2024;00:01:00;CRIMES;ESTUPRO;Consumado;GRAMADO;RESIDENCIA;Vila do Sol;1;28;Feminino;Branca
251739;21/04/2024;04:00:00;CRIMES;ESTUPRO;Consumado;ESTEIO;RESIDENCIA;Vila Tres Marias;1;33;Feminino;Branca
252895;21/04/2024;20:00:00;CRIMES;ESTUPRO;Consumado;SOLEDADE;RESIDENCIA;IPIRANGA;1;22;Feminino;Parda
253215;21/04/2024;23:00:00;CRIMES;ESTUPRO;Consumado;CAMARGO;OUTROS;BIOFUGA;1;28;Masculino;Parda
255425;22/04/2024;22:00:00;CRIMES;ESTUPRO;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;Progresso;1;60;Feminino;Branca
257349;23/04/2024;18:40:00;CRIMES;ESTUPRO;Consumado;NONOAI;OUTROS;;1;14;Feminino;Branca
257556;23/04/2024;20:30:00;CRIMES;ESTUPRO;Consumado;FLORES DA CUNHA;RESIDENCIA;ALFREDO CHAVES;1;41;Feminino;Branca
258473;24/04/2024;10:00:00;CRIMES;ESTUPRO;Consumado;LIBERATO SALZANO;RESIDENCIA;¡REA INDÕGENA;1;23;Feminino;IndÌgena
258768;24/04/2024;12:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;M·rio Quintana;1;16;Feminino;Branca
261412;25/04/2024;15:00:00;CRIMES;ESTUPRO;Consumado;GUAPORE;OUTROS;-;1;16;Feminino;Branca
262328;25/04/2024;22:00:00;CRIMES;ESTUPRO;Consumado;IMBE;VIA PUBLICA;Centro;1;67;Feminino;Branca
262537;26/04/2024;01:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;Jardim Bot‚nico;1;33;Masculino;Branca
262684;26/04/2024;04:00:00;CRIMES;ESTUPRO;Consumado;CANOAS;HOSPITAIS/CLINICAS;Centro;1;23;Feminino;Branca
262834;26/04/2024;08:00:00;CRIMES;ESTUPRO;Consumado;RIO PARDO;RESIDENCIA;Jardim Boa Vista;1;15;Feminino;Branca
262940;26/04/2024;08:47:00;CRIMES;ESTUPRO;Consumado;SAO FRANCISCO DE PAULA;OUTROS;Interior;0;;;
264311;26/04/2024;20:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Restinga;1;18;Feminino;Branca
264843;27/04/2024;02:00:00;CRIMES;ESTUPRO;Consumado;COLINAS;VIA PUBLICA;;1;16;Feminino;Branca
265685;27/04/2024;15:00:00;CRIMES;ESTUPRO;Consumado;ALEGRETE;RESIDENCIA;Cidade Alta;1;31;Feminino;Branca
266049;27/04/2024;19:00:00;CRIMES;ESTUPRO;Consumado;PEJUCARA;HOSPITAIS/CLINICAS;Centro;1;18;Feminino;Sem informaÁ„o
266319;27/04/2024;22:00:00;CRIMES;ESTUPRO;Consumado;TRIUNFO;RESIDENCIA;VENDINHA;1;43;Feminino;Branca
266529;28/04/2024;01:10:00;CRIMES;ESTUPRO;Consumado;CANOAS;VIA PUBLICA;Centro;1;46;Feminino;Branca
266531;28/04/2024;01:15:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Passo das Pedras;1;18;Feminino;Branca
266568;28/04/2024;02:00:00;CRIMES;ESTUPRO;Consumado;CACAPAVA DO SUL;RESIDENCIA;S„o Jo„o;1;40;Feminino;Preta
266592;28/04/2024;02:15:00;CRIMES;ESTUPRO;Consumado;BAGE;RESIDENCIA;Get˙lio Vargas;1;45;Feminino;Branca
266894;28/04/2024;10:00:00;CRIMES;ESTUPRO;Consumado;URUGUAIANA;OUTROS;Centro;1;47;Feminino;Branca
267919;29/04/2024;00:01:00;CRIMES;ESTUPRO;Consumado;MINAS DO LEAO;RESIDENCIA;Recreio;1;39;Feminino;Branca
268119;29/04/2024;06:30:00;CRIMES;ESTUPRO;Consumado;ITAQUI;RESIDENCIA;Doutor Ayub;1;19;Feminino;Branca
268261;29/04/2024;08:00:00;CRIMES;ESTUPRO;Consumado;ERECHIM;RESIDENCIA;Acampamento IndÌgena;1;32;Feminino;Branca
269385;29/04/2024;17:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Ipanema;1;45;Feminino;Branca
271376;30/04/2024;20:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Centro HistÛrico;1;25;Feminino;Branca
272849;01/05/2024;19:00:00;CRIMES;ESTUPRO;Consumado;SAO FRANCISCO DE ASSIS;RESIDENCIA;;1;25;Feminino;Parda
272922;01/05/2024;20:00:00;CRIMES;ESTUPRO;Consumado;SAO LEOPOLDO;VIA PUBLICA;Santos Dumont;1;26;Feminino;Preta
272990;01/05/2024;21:00:00;CRIMES;ESTUPRO;Consumado;ESTRELA;HOSPITAIS/CLINICAS;Alto da Bronze;1;45;Feminino;Branca
273414;02/05/2024;08:00:00;CRIMES;ESTUPRO;Consumado;IJUI;RESIDENCIA;Alvorada;1;57;Feminino;Sem informaÁ„o
274051;02/05/2024;15:00:00;CRIMES;ESTUPRO;Consumado;SANTA CRUZ DO SUL;OUTROS;Centro;1;34;Feminino;Branca
274464;02/05/2024;19:40:00;CRIMES;ESTUPRO;Consumado;URUGUAIANA;OUTROS;Santana;1;25;Feminino;Branca
275293;03/05/2024;12:00:00;CRIMES;ESTUPRO;Consumado;JAGUARAO;RESIDENCIA;Germano;1;54;Feminino;Branca
275591;03/05/2024;15:00:00;CRIMES;ESTUPRO;Consumado;SANTO ANGELO;OUTROS;Missıes;1;16;Feminino;Branca
276453;04/05/2024;05:55:00;CRIMES;ESTUPRO;Consumado;HULHA NEGRA;VIA PUBLICA;Corredor dos Borba;1;20;Feminino;Parda
276481;04/05/2024;07:00:00;CRIMES;ESTUPRO;Consumado;SAO GABRIEL;RESIDENCIA;Pelotense;1;45;Feminino;Branca
276594;04/05/2024;09:00:00;CRIMES;ESTUPRO;Consumado;ILOPOLIS;RESIDENCIA;Arvorezinha;1;14;Feminino;Parda
276943;04/05/2024;13:45:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Rubem Berta;1;44;Feminino;Branca
276954;04/05/2024;14:00:00;CRIMES;ESTUPRO;Consumado;COLINAS;RESIDENCIA;CENTRO;1;45;Feminino;Branca
277024;04/05/2024;15:00:00;CRIMES;ESTUPRO;Consumado;SAO GABRIEL;RESIDENCIA;Passo da Lagoa;1;45;Feminino;Branca
277715;05/05/2024;05:00:00;CRIMES;ESTUPRO;Consumado;FORMIGUEIRO;OUTROS;;1;25;Feminino;Preta
279068;06/05/2024;06:20:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;VIA PUBLICA;Urlandia;1;56;Feminino;Branca
279229;06/05/2024;09:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;;1;31;Feminino;Parda
280026;06/05/2024;23:30:00;CRIMES;ESTUPRO;Consumado;PALMEIRA DAS MISSOES;RESIDENCIA;;1;40;Feminino;Branca
280075;07/05/2024;02:00:00;CRIMES;ESTUPRO;Consumado;CANOAS;VIA PUBLICA;Marechal Rondon;1;27;Feminino;Branca
280124;07/05/2024;06:10:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Tristeza;1;45;Feminino;Branca
280591;07/05/2024;15:30:00;CRIMES;ESTUPRO;Consumado;CAPAO DA CANOA;RESIDENCIA;Vale Verde;1;16;Feminino;Branca
280950;07/05/2024;23:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Restinga;1;49;Feminino;Sem informaÁ„o
280978;08/05/2024;00:01:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;VIA PUBLICA;Nossa Senhora de F·tima;1;34;Feminino;Branca
282093;09/05/2024;04:15:00;CRIMES;ESTUPRO;Consumado;SANTIAGO;OUTROS;Vista Alegre;1;19;Masculino;Branca
284317;10/05/2024;19:00:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;RESIDENCIA;Rio Branco;1;14;Feminino;Branca
284452;10/05/2024;21:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Partenon;1;36;Feminino;Branca
284702;11/05/2024;02:20:00;CRIMES;ESTUPRO;Consumado;PALMEIRA DAS MISSOES;OUTROS;Centro;2;47;Feminino;Branca
284784;11/05/2024;05:30:00;CRIMES;ESTUPRO;Consumado;SANANDUVA;OUTROS;;1;18;Feminino;Branca
285146;11/05/2024;13:00:00;CRIMES;ESTUPRO;Consumado;VACARIA;HOSPITAIS/CLINICAS;Centro;1;27;Feminino;Branca
285643;11/05/2024;20:00:00;CRIMES;ESTUPRO;Consumado;CACHOEIRA DO SUL;RESIDENCIA;Quinta da Boa Vista;1;45;Feminino;Branca
285854;11/05/2024;23:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Jardim Itu;1;26;Feminino;Branca
286075;12/05/2024;04:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Vl Ipiranga;1;31;Feminino;Branca
287847;13/05/2024;12:00:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;RESIDENCIA;Centro;1;18;Masculino;Branca
292141;16/05/2024;10:00:00;CRIMES;ESTUPRO;Consumado;PAROBE;OUTROS;;1;14;Feminino;Branca
292278;16/05/2024;11:30:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;RESIDENCIA;Nossa Senhora do Rosario;1;27;Feminino;Branca
293096;16/05/2024;21:00:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;OUTROS;Marechal Floriano;1;37;Feminino;Branca
293736;17/05/2024;10:00:00;CRIMES;ESTUPRO;Consumado;PELOTAS;OUTROS;Centro;1;16;Masculino;Branca
294788;17/05/2024;21:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;ESTABELECIMENTO COMERCIAL;Farroupilha;1;19;Feminino;Parda
297198;19/05/2024;16:00:00;CRIMES;ESTUPRO;Consumado;CANOAS;ETABELECIMENTO ENSINO;S„o JosÈ;1;14;Feminino;Parda
297857;20/05/2024;00:30:00;CRIMES;ESTUPRO;Consumado;CANGUCU;RESIDENCIA;Uruguay;1;24;Feminino;Branca
298005;20/05/2024;07:00:00;CRIMES;ESTUPRO;Consumado;MORMACO;RESIDENCIA;Interior;1;17;Feminino;Parda
298916;20/05/2024;14:39:00;CRIMES;ESTUPRO;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;Esmeralda;1;15;Feminino;Parda
300613;21/05/2024;14:00:00;CRIMES;ESTUPRO;Consumado;URUGUAIANA;RESIDENCIA;VL CRISTAL;1;22;Feminino;Branca
301547;22/05/2024;01:00:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;RESIDENCIA;Juscelino Kubitschek;1;19;Masculino;Branca
302358;22/05/2024;14:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;TeresÛpolis;1;44;Feminino;Branca
303014;22/05/2024;19:30:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;RESIDENCIA;De Lazzer;1;45;Feminino;Branca
303179;22/05/2024;21:30:00;CRIMES;ESTUPRO;Consumado;ILOPOLIS;RESIDENCIA;INTERIOR;1;44;Feminino;Branca
303457;23/05/2024;06:30:00;CRIMES;ESTUPRO;Consumado;HERVAL;VIA PUBLICA;BasÌlio;1;17;Feminino;Branca
303877;23/05/2024;12:00:00;CRIMES;ESTUPRO;Consumado;ERECHIM;ETABELECIMENTO ENSINO;;1;16;Feminino;Branca
304073;23/05/2024;14:00:00;CRIMES;ESTUPRO;Consumado;SEBERI;VIA PUBLICA;Centro;0;;;
304269;23/05/2024;16:00:00;CRIMES;ESTUPRO;Consumado;ESTEIO;RESIDENCIA;Vila Olimpica;1;34;Feminino;Parda
304717;23/05/2024;22:30:00;CRIMES;ESTUPRO;Consumado;JOIA;RESIDENCIA;;1;28;Feminino;Branca
305849;24/05/2024;16:30:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;OUTROS;Medianeira;1;40;Feminino;Branca
306393;24/05/2024;23:00:00;CRIMES;ESTUPRO;Consumado;VENANCIO AIRES;OUTROS;Interior;1;51;Feminino;Branca
306509;25/05/2024;01:00:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;ESTABELECIMENTO DIVERSAO;S„o Victor COHAB;1;15;Feminino;Branca
306609;25/05/2024;03:30:00;CRIMES;ESTUPRO;Consumado;TORRES;ESTABELECIMENTO DIVERSAO;PRAIA DOS MOLHES;1;49;Feminino;Branca
307579;25/05/2024;19:00:00;CRIMES;ESTUPRO;Consumado;MATO LEITAO;RESIDENCIA;;1;67;Feminino;Branca
308576;26/05/2024;16:00:00;CRIMES;ESTUPRO;Consumado;VACARIA;RESIDENCIA;Franciosi;1;20;Feminino;Preta
308771;26/05/2024;19:00:00;CRIMES;ESTUPRO;Consumado;CANELA;RESIDENCIA;Santa Marta;1;17;Feminino;Branca
309166;27/05/2024;03:00:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;OUTROS;Monte Belo;1;21;Feminino;Preta
309462;27/05/2024;10:00:00;CRIMES;ESTUPRO;Consumado;TAQUARI;ETABELECIMENTO ENSINO;;1;19;Feminino;Branca
312046;28/05/2024;20:00:00;CRIMES;ESTUPRO;Consumado;RIO GRANDE;RESIDENCIA;Vila Maria Jose;1;34;Feminino;Branca
313399;29/05/2024;16:00:00;CRIMES;ESTUPRO;Consumado;VIAMAO;VIA PUBLICA;S„o Lucas;1;17;Feminino;Parda
313632;29/05/2024;17:45:00;CRIMES;ESTUPRO;Consumado;SAPUCAIA DO SUL;RESIDENCIA;Ipiranga;1;18;Feminino;Branca
314089;29/05/2024;23:30:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Restinga;1;16;Feminino;Branca
314502;30/05/2024;10:00:00;CRIMES;ESTUPRO;Consumado;MONTENEGRO;OUTROS;Senai;1;16;Feminino;Preta
314983;30/05/2024;16:00:00;CRIMES;ESTUPRO;Consumado;SANTA BARBARA DO SUL;RESIDENCIA;;1;25;Feminino;Branca
315251;30/05/2024;18:30:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;VIA PUBLICA;NeÛpolis;1;30;Feminino;Preta
315505;30/05/2024;21:20:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;RESIDENCIA;FATIMA;1;19;Masculino;Parda
315954;31/05/2024;09:00:00;CRIMES;ESTUPRO;Consumado;BAGE;RESIDENCIA;Floresta;1;27;Feminino;Branca
316518;31/05/2024;14:00:00;CRIMES;ESTUPRO;Consumado;TENENTE PORTELA;OUTROS;;1;21;Feminino;IndÌgena
317286;31/05/2024;20:00:00;CRIMES;ESTUPRO;Consumado;FARROUPILHA;OUTROS;S„o Luiz;1;34;Feminino;Sem informaÁ„o
317544;31/05/2024;23:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Sarandi;1;19;Feminino;Branca
317681;01/06/2024;01:00:00;CRIMES;ESTUPRO;Consumado;PELOTAS;RESIDENCIA;Centro;1;37;Feminino;Preta
317787;01/06/2024;03:00:00;CRIMES;ESTUPRO;Consumado;SAO LUIZ GONZAGA;RESIDENCIA;Vila Floresta;1;21;Feminino;Branca
319218;01/06/2024;19:30:00;CRIMES;ESTUPRO;Consumado;IJUI;RESIDENCIA;centro;1;74;Feminino;Branca
319681;02/06/2024;01:00:00;CRIMES;ESTUPRO;Consumado;ARROIO DO SAL;OUTROS;CENTRO;1;61;Feminino;Branca
319722;02/06/2024;02:00:00;CRIMES;ESTUPRO;Consumado;NOVO HAMBURGO;RESIDENCIA;RondÙnia;1;16;Feminino;Parda
321164;02/06/2024;21:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;Costa E Silva;1;14;Feminino;Branca
321685;03/06/2024;08:00:00;CRIMES;ESTUPRO;Consumado;NOVO HAMBURGO;RESIDENCIA;Vila Rosa;1;37;Feminino;Branca
322763;03/06/2024;16:15:00;CRIMES;ESTUPRO;Consumado;IJUI;ESTABELECIMENTO COMERCIAL;Sol Nascente;1;15;Feminino;Parda
326163;05/06/2024;12:30:00;CRIMES;ESTUPRO;Consumado;IVOTI;HOSPITAIS/CLINICAS;Centro;1;26;Feminino;Branca
326721;05/06/2024;16:30:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;ETABELECIMENTO ENSINO;Camobi;0;;;
327704;06/06/2024;08:20:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;PetrÛpolis;1;49;Feminino;Branca
329716;07/06/2024;01:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;Floresta;1;23;Masculino;Branca
330144;07/06/2024;09:45:00;CRIMES;ESTUPRO;Consumado;ALEGRETE;VIA PUBLICA;Centro;1;48;Feminino;Parda
333228;08/06/2024;17:40:00;CRIMES;ESTUPRO;Consumado;PASSO FUNDO;HOSPITAIS/CLINICAS;Centro;1;20;Feminino;Branca
333436;08/06/2024;19:30:00;CRIMES;ESTUPRO;Consumado;OSORIO;ESTABELECIMENTO DIVERSAO;CARAV¡GIO;1;14;Feminino;Branca
333790;08/06/2024;23:30:00;CRIMES;ESTUPRO;Consumado;ILOPOLIS;OUTROS;;1;23;Feminino;Branca
333876;09/06/2024;00:20:00;CRIMES;ESTUPRO;Consumado;MONTENEGRO;RESIDENCIA;Aeroclube;1;15;Feminino;Branca
334564;09/06/2024;12:38:00;CRIMES;ESTUPRO;Consumado;VIAMAO;ETABELECIMENTO ENSINO;Florescente;1;15;Feminino;Branca
335539;09/06/2024;22:10:00;CRIMES;ESTUPRO;Consumado;CARAZINHO;RESIDENCIA;S„o Jorge;1;63;Feminino;Branca
335688;10/06/2024;00:10:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;VIA PUBLICA;NOVA SANTA MARTA;1;29;Feminino;Sem informaÁ„o
337401;10/06/2024;16:33:00;CRIMES;ESTUPRO;Consumado;CACAPAVA DO SUL;RESIDENCIA;;1;30;Feminino;Branca
338529;11/06/2024;09:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;Floresta;1;35;Feminino;Branca
338810;11/06/2024;11:00:00;CRIMES;ESTUPRO;Consumado;PALMITINHO;RESIDENCIA;INTERIOR;1;20;Feminino;Branca
339762;11/06/2024;17:30:00;CRIMES;ESTUPRO;Consumado;ERECHIM;METRO/RODOVIARIA;Bela Vista;1;29;Feminino;Branca
339956;11/06/2024;18:50:00;CRIMES;ESTUPRO;Consumado;MONTENEGRO;HOSPITAIS/CLINICAS;Centro;1;40;Feminino;Branca
340451;12/06/2024;02:00:00;CRIMES;ESTUPRO;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;Centro;1;16;Feminino;Branca
343667;13/06/2024;14:13:00;CRIMES;ESTUPRO;Consumado;PROTASIO ALVES;RESIDENCIA;TURVO;1;63;Feminino;Parda
344775;14/06/2024;03:00:00;CRIMES;ESTUPRO;Consumado;TRIUNFO;RESIDENCIA;Vila Progresso;1;20;Masculino;Parda
345336;14/06/2024;10:30:00;CRIMES;ESTUPRO;Consumado;URUGUAIANA;RESIDENCIA;Marduque;3;31;Feminino;Sem informaÁ„o
346896;14/06/2024;23:00:00;CRIMES;ESTUPRO;Consumado;NOVO HAMBURGO;OUTROS;Lomba Grande;1;21;Feminino;Branca
347496;15/06/2024;05:00:00;CRIMES;ESTUPRO;Consumado;ALVORADA;ESTABELECIMENTO DIVERSAO;Bela Vista;1;22;Feminino;Branca
347512;15/06/2024;06:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;ESTABELECIMENTO COMERCIAL;;0;;;
347680;15/06/2024;08:30:00;CRIMES;ESTUPRO;Consumado;BAGE;OUTROS;;1;29;Masculino;Preta
347810;15/06/2024;10:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;GlÛria;1;15;Feminino;Branca
348265;15/06/2024;15:00:00;CRIMES;ESTUPRO;Consumado;ARROIO DOS RATOS;RESIDENCIA;Vila Pinho;1;12;Feminino;Branca
348742;15/06/2024;20:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;BelÈm Novo;0;;;
348836;15/06/2024;21:00:00;CRIMES;ESTUPRO;Consumado;SANTO ANGELO;RESIDENCIA;CENTRO;1;28;Feminino;Branca
349060;16/06/2024;00:01:00;CRIMES;ESTUPRO;Consumado;CRUZ ALTA;VIA PUBLICA;Centro;1;32;Feminino;Branca
349394;16/06/2024;07:30:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;VIA PUBLICA;;1;46;Feminino;Branca
349972;16/06/2024;17:10:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;;1;18;Feminino;Branca
350514;17/06/2024;01:00:00;CRIMES;ESTUPRO;Consumado;IRAI;RESIDENCIA;;1;37;Feminino;Branca
350556;17/06/2024;02:00:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;ESTABELECIMENTO DIVERSAO;Duque de Caxias;1;18;Feminino;Branca
350679;17/06/2024;07:00:00;CRIMES;ESTUPRO;Consumado;PELOTAS;RESIDENCIA;Areal;1;33;Masculino;Branca
352190;17/06/2024;18:40:00;CRIMES;ESTUPRO;Consumado;NOVO HAMBURGO;OUTROS;RondÙnia;0;;;
352531;17/06/2024;22:40:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;VIA PUBLICA;Cadiz;1;33;Feminino;IndÌgena
352810;18/06/2024;08:00:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;RESIDENCIA;;1;23;Feminino;Branca
354519;18/06/2024;21:30:00;CRIMES;ESTUPRO;Consumado;CAMPO BOM;RESIDENCIA;C;1;20;Feminino;Branca
355132;19/06/2024;10:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;M·rio Quintana;1;36;Feminino;Preta
355690;19/06/2024;15:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Jardim LindÛia;1;16;Feminino;Parda
355902;19/06/2024;16:43:00;CRIMES;ESTUPRO;Consumado;GETULIO VARGAS;RESIDENCIA;Champagnat;1;15;Feminino;Branca
356110;19/06/2024;18:20:00;CRIMES;ESTUPRO;Consumado;TRIUNFO;VIA PUBLICA;zona rural;1;28;Feminino;Branca
356197;19/06/2024;19:00:00;CRIMES;ESTUPRO;Consumado;SANTA ROSA;RESIDENCIA;Cruzeiro;1;24;Feminino;Branca
356655;20/06/2024;03:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Santa Tereza;1;55;Feminino;Branca
357525;20/06/2024;13:15:00;CRIMES;ESTUPRO;Consumado;SARANDI;OUTROS;Centro;1;16;Masculino;Branca
358512;20/06/2024;22:00:00;CRIMES;ESTUPRO;Consumado;INDEPENDENCIA;RESIDENCIA;Centro;7;28;Feminino;Branca
358531;20/06/2024;22:30:00;CRIMES;ESTUPRO;Consumado;BENTO GONCALVES;RESIDENCIA;CENTRO;1;46;Feminino;Branca
358707;21/06/2024;02:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Jardim Dona Leopoldina;1;31;Feminino;Branca
360156;21/06/2024;19:30:00;CRIMES;ESTUPRO;Consumado;SANTA CRUZ DO SUL;VIA PUBLICA;Santo Antonio;1;19;Feminino;Branca
360439;21/06/2024;23:00:00;CRIMES;ESTUPRO;Consumado;TORRES;RESIDENCIA;Praia Real;1;47;Feminino;Branca
360604;22/06/2024;01:00:00;CRIMES;ESTUPRO;Consumado;RIO GRANDE;RESIDENCIA;Vila Sao Joao;1;21;Feminino;Parda
360734;22/06/2024;03:20:00;CRIMES;ESTUPRO;Consumado;BAGE;VIA PUBLICA;;1;17;Feminino;Branca
360767;22/06/2024;04:00:00;CRIMES;ESTUPRO;Consumado;SAPUCAIA DO SUL;OUTROS;Get˙lio Vargas;1;25;Feminino;Branca
360786;22/06/2024;04:15:00;CRIMES;ESTUPRO;Consumado;NOVO HAMBURGO;OUTROS;CENTRO;1;32;Feminino;Branca
362029;22/06/2024;20:00:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;RESIDENCIA;Santa Catarina;1;17;Feminino;Branca
362466;23/06/2024;00:01:00;CRIMES;ESTUPRO;Consumado;SANTA ROSA;ESTABELECIMENTO DIVERSAO;;1;27;Feminino;Branca
362644;23/06/2024;02:30:00;CRIMES;ESTUPRO;Consumado;BOA VISTA DO INCRA;VIA PUBLICA;INTERIOR;1;43;Feminino;Branca
362885;23/06/2024;08:00:00;CRIMES;ESTUPRO;Consumado;CARAZINHO;VIA PUBLICA;Centro;1;40;Feminino;Parda
363001;23/06/2024;10:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;BelÈm Velho;1;38;Feminino;Branca
363874;23/06/2024;20:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;;1;34;Feminino;Branca
364192;24/06/2024;00:30:00;CRIMES;ESTUPRO;Consumado;SAO LEOPOLDO;RESIDENCIA;Santos Dumont;1;21;Feminino;Parda
365290;24/06/2024;14:16:00;CRIMES;ESTUPRO;Consumado;BENTO GONCALVES;RESIDENCIA;Imigrante;1;25;Feminino;Parda
365429;24/06/2024;15:20:00;CRIMES;ESTUPRO;Consumado;BAGE;ETABELECIMENTO ENSINO;Prado Velho;1;15;Feminino;Branca
365966;24/06/2024;20:00:00;CRIMES;ESTUPRO;Consumado;PELOTAS;RESIDENCIA;Fragata;1;20;Feminino;Branca
368413;26/06/2024;08:30:00;CRIMES;ESTUPRO;Consumado;VACARIA;ESTABELECIMENTO COMERCIAL;;2;39;Feminino;Branca
368469;26/06/2024;09:00:00;CRIMES;ESTUPRO;Consumado;CACHOEIRINHA;VIA PUBLICA;Vila Jardim America;1;20;Feminino;Parda
369151;26/06/2024;15:00:00;CRIMES;ESTUPRO;Consumado;PALMITINHO;VIA PUBLICA;;1;47;Feminino;IndÌgena
369251;26/06/2024;15:45:00;CRIMES;ESTUPRO;Consumado;CACHOEIRINHA;VIA PUBLICA;Vila Bom Principio;1;15;Feminino;Branca
370670;27/06/2024;11:50:00;CRIMES;ESTUPRO;Consumado;CAMPO BOM;RESIDENCIA;Alto Paulista;1;71;Feminino;Branca
371696;27/06/2024;20:00:00;CRIMES;ESTUPRO;Consumado;PALMEIRA DAS MISSOES;RESIDENCIA;Amaral;1;30;Feminino;Branca
372032;28/06/2024;03:00:00;CRIMES;ESTUPRO;Consumado;SAPUCAIA DO SUL;VIA PUBLICA;Tres Portos;1;26;Feminino;Branca
373007;28/06/2024;15:00:00;CRIMES;ESTUPRO;Consumado;DOM PEDRITO;RESIDENCIA;;1;54;Feminino;Branca
373634;28/06/2024;20:00:00;CRIMES;ESTUPRO;Consumado;SAO LEOPOLDO;RESIDENCIA;Santos Dumont;1;16;Feminino;Parda
373959;29/06/2024;02:00:00;CRIMES;ESTUPRO;Consumado;TRAMANDAI;RESIDENCIA;S„o Francisco;2;14;Feminino;Branca
374022;29/06/2024;04:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Farroupilha;1;32;Feminino;Parda
374542;29/06/2024;14:00:00;CRIMES;ESTUPRO;Consumado;SAO PEDRO DO SUL;RESIDENCIA;;0;;;
374956;29/06/2024;18:40:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;Jardim Floresta;1;16;Feminino;Preta
