SequÍncia;Data Fato;Hora Fato;Grupo Fato;Tipo Enquadramento;Tipo Fato;Municipio Fato;Local Fato;Bairro;Quantidade VÌtimas;Idade VÌtima;Sexo VÌtima;Cor VÌtima
294319;17/05/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GUAIBA;OUTROS;Bom Fim;1;9;Masculino;Parda
294414;17/05/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;MONTENEGRO;RESIDENCIA;Faxinal;0;;;
294418;17/05/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANGELO;RESIDENCIA;CRISTAL;1;2;Feminino;Branca
294786;17/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRINHA;VIA PUBLICA;COHAB;1;37;Feminino;Branca
295094;18/05/2024;03:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;HOSPITAIS/CLINICAS;Centro;0;;;
295237;18/05/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DA CANOA;RESIDENCIA;Centro;1;42;Masculino;Branca
295294;18/05/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;FARROUPILHA;RESIDENCIA;Santa Catarina;0;;;
295384;18/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Marina Ilha Verde;1;12;Feminino;Preta
295390;18/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BENTO GONCALVES;OUTROS;Humait·;0;;;
295660;18/05/2024;13:26:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ROSARIO DO SUL;OUTROS;Ana Luiza;0;;;
295663;18/05/2024;13:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA PRATA;ETABELECIMENTO ENSINO;Centro;1;10;Feminino;Branca
296020;18/05/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;ItararÈ;1;12;Feminino;Sem informaÁ„o
296239;18/05/2024;20:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BAGE;OUTROS;Centro;1;5;Feminino;Branca
296346;18/05/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Vila Imperial;1;12;Feminino;Branca
296404;18/05/2024;23:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;OUTROS;BarnabÈ;1;13;Feminino;Branca
296695;19/05/2024;05:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TAQUARA;RESIDENCIA;FAZENDA FIALHO;1;9;Feminino;Branca
296758;19/05/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;FARROUPILHA;RESIDENCIA;Bela Vista;1;10;Feminino;Branca
296785;19/05/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;RESIDENCIA;Charqueadas;1;17;Feminino;Branca
296788;19/05/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAMADO;RESIDENCIA;CARNIEL;1;15;Feminino;Preta
296834;19/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA VITORIA DO PALMAR;RESIDENCIA;Centro;1;7;Feminino;Branca
297427;19/05/2024;18:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPIRANGA;OUTROS;S„o Luiz;1;3;Feminino;Branca
297541;19/05/2024;19:40:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;RIO GRANDE;RESIDENCIA;Castelo Branco;0;;;
297590;19/05/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;QUARAI;RESIDENCIA;;1;13;Feminino;Branca
297639;19/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;BabilÙnia;1;4;Feminino;Branca
297651;19/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BAGE;RESIDENCIA;COHAB;1;12;Feminino;Branca
297802;19/05/2024;23:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;ESTABELECIMENTO DIVERSAO;S„o JosÈ;1;25;Feminino;Preta
297827;20/05/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TAPEJARA;OUTROS;Centro;1;13;Masculino;Parda
297828;20/05/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TAPEJARA;OUTROS;Centro;1;13;Feminino;Branca
297830;20/05/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ROSARIO DO SUL;OUTROS;Rio Branco;0;;;
298074;20/05/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAICARA;OUTROS;;1;14;Feminino;Branca
298104;20/05/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANGELO;RESIDENCIA;Indubras;1;10;Masculino;Branca
298625;20/05/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANDIOTA;RESIDENCIA;-;1;14;Feminino;Branca
298802;20/05/2024;13:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA CECILIA DO SUL;ETABELECIMENTO ENSINO;;1;11;Masculino;Branca
298854;20/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VACARIA;HOSPITAIS/CLINICAS;Centro;1;1;Feminino;Branca
299210;20/05/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SERAFINA CORREA;ETABELECIMENTO ENSINO;Gramadinho/Santa Lucia;1;7;Masculino;Parda
299602;20/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;VIA PUBLICA;N. Sra. de Lourdes;1;13;Feminino;Branca
299614;20/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Formoza;1;8;Feminino;Branca
299616;20/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO VICENTE DO SUL;RESIDENCIA;Lauro Prestes;1;9;Masculino;Branca
299673;20/05/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;OUTROS;Estalagem;0;;;
299898;21/05/2024;07:15:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;LIBERATO SALZANO;RESIDENCIA;INTERIOR-SAÕDA PARA;1;13;Feminino;Branca
299928;21/05/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PANAMBI;RESIDENCIA;erica;1;7;Masculino;Branca
300075;21/05/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO AUGUSTO;OUTROS;OUTROS;0;;;
300393;21/05/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Santa Cruz;2;12;Feminino;Parda
301125;21/05/2024;18:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;OUTROS;Rio Branco;1;12;Feminino;Branca
301499;21/05/2024;23:45:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;Boa Sa˙de;1;8;Feminino;Parda
301832;22/05/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Lomba do Pinheiro;1;11;Feminino;Branca
301859;22/05/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANDELARIA;OUTROS;LINHA PICADA KARNOPP;1;9;Masculino;Branca
301942;22/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAMADO;OUTROS;JARDIM;1;20;Feminino;Branca
302160;22/05/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;VIA PUBLICA;Caravaggio 6™ lÈgua;0;;;
302354;22/05/2024;13:53:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ERECHIM;VIA PUBLICA;Progresso;1;13;Feminino;Parda
302367;22/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TEUTONIA;RESIDENCIA;Centro Adm;1;11;Masculino;Branca
302846;22/05/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;LindÛia;1;14;Feminino;Branca
303069;22/05/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DA CANOA;RESIDENCIA;QUERO QUERO;1;10;Feminino;Preta
303776;23/05/2024;10:56:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;DOIS IRMAOS;RESIDENCIA;;1;13;Feminino;Branca
303899;23/05/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ERECHIM;OUTROS;Bairro Petit Vilage;1;26;Feminino;Branca
304140;23/05/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VILA FLORES;OUTROS;;1;13;Feminino;Parda
304411;23/05/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Partenon;1;7;Masculino;Branca
304642;23/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;FLORES DA CUNHA;ESTABELECIMENTO DIVERSAO;;1;13;Feminino;Branca
304653;23/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IJUI;RESIDENCIA;Tancredo Neves;1;2;Feminino;Branca
304738;23/05/2024;23:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;MONTENEGRO;RESIDENCIA;Municipal;1;56;Feminino;Branca
304926;24/05/2024;06:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANGELO;RESIDENCIA;;1;13;Feminino;Parda
304935;24/05/2024;07:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;Tancredo Neves;1;29;Feminino;Parda
305169;24/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Camaqu„;1;13;Feminino;Branca
305402;24/05/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CERRO GRANDE DO SUL;VIA PUBLICA;;1;11;Feminino;Branca
305406;24/05/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO JOSE DO OURO;RESIDENCIA;Planalto;0;;;
305546;24/05/2024;13:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IMBE;RESIDENCIA;Nova Nordeste;1;13;Feminino;Branca
305623;24/05/2024;14:07:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;;1;11;Feminino;Parda
305787;24/05/2024;15:45:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;MACAMBARA;RESIDENCIA;Centro;1;9;Feminino;Branca
305822;24/05/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;ETABELECIMENTO ENSINO;Nova Santa Marta;1;8;Feminino;Branca
305871;24/05/2024;16:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SOLEDADE;ETABELECIMENTO ENSINO;MISS’ES;1;12;Feminino;Branca
306272;24/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Santa Rosa de Lima;2;24;Feminino;Branca
307086;25/05/2024;13:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO SEPE;RESIDENCIA;Kurtz;1;10;Feminino;Branca
307265;25/05/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Medianeira;0;;;
307662;25/05/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ERECHIM;RESIDENCIA;Centro;1;4;Feminino;Preta
307719;25/05/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;LAJEADO;RESIDENCIA;Centro;1;10;Feminino;Branca
307797;25/05/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;Pinheiro Machado;1;13;Masculino;Branca
307811;25/05/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BOSSOROCA;RESIDENCIA;;1;2;Feminino;Branca
307906;25/05/2024;23:40:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;LAJEADO;OUTROS;Alto do Parque;0;;;
307944;26/05/2024;00:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;RESIDENCIA;Santa Catarina;1;6;Feminino;Branca
308130;26/05/2024;06:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PALMEIRA DAS MISSOES;ESTABELECIMENTO COMERCIAL;Centro;1;20;Feminino;Branca
308260;26/05/2024;10:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;FORMIGUEIRO;RESIDENCIA;;1;12;Feminino;Preta
308395;26/05/2024;13:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GUAIBA;RESIDENCIA;Santa Rita;1;4;Masculino;Branca
308435;26/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;RESIDENCIA;Vila Elsa;1;14;Feminino;Branca
308483;26/05/2024;14:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA HARTZ;RESIDENCIA;;0;;;
308650;26/05/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BENTO GONCALVES;RESIDENCIA;S„o Roque;1;4;Masculino;Branca
308844;26/05/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;TeresÛpolis;1;24;Feminino;Branca
308847;26/05/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BAGE;OUTROS;Arvorezinha;1;11;Feminino;Branca
309196;27/05/2024;04:53:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Centro;1;13;Feminino;Branca
309327;27/05/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO PEDRO DO SUL;OUTROS;;2;14;Feminino;Branca
309389;27/05/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CHIAPETTA;OUTROS;Bairro Miguel;2;11;Feminino;Branca
309500;27/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO GABRIEL;RESIDENCIA;;0;;;
310042;27/05/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Vila Princesa;1;9;Feminino;Branca
310119;27/05/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SARANDI;RESIDENCIA;Progresso;1;12;Feminino;Parda
310181;27/05/2024;17:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;RESIDENCIA;CecÌlia;2;3;Feminino;Parda
310801;28/05/2024;08:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;JULIO DE CASTILHOS;RESIDENCIA;Santo AntÙnio;1;5;Feminino;Branca
310832;28/05/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LUIZ GONZAGA;OUTROS;BAIRRO LOUREIRO;1;24;Feminino;Branca
310929;28/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CIDREIRA;RESIDENCIA;CIDREIRA;1;13;Feminino;Branca
310934;28/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO VICENTE DO SUL;RESIDENCIA;;1;5;Feminino;Branca
310955;28/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PAROBE;RESIDENCIA;guarani;1;13;Feminino;Preta
310983;28/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;RESIDENCIA;Jardim Universitario;1;11;Feminino;Branca
311380;28/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ANTA GORDA;ETABELECIMENTO ENSINO;Centro;1;8;Feminino;Parda
311435;28/05/2024;14:28:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Morada Ga˙cha;3;28;Feminino;Branca
311932;28/05/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;ESTABELECIMENTO COMERCIAL;Jardim Algarve;1;13;Masculino;Branca
312159;28/05/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PLANALTO;OUTROS;;1;12;Feminino;IndÌgena
312196;28/05/2024;22:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Morada do Vale III;2;8;Feminino;Branca
312366;29/05/2024;04:57:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;HOSPITAIS/CLINICAS;Centro;1;16;Feminino;Branca
312462;29/05/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CONDOR;RESIDENCIA;;1;5;Feminino;Branca
312829;29/05/2024;11:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPUCAIA DO SUL;RESIDENCIA;Nova Sapucaia;1;7;Feminino;Branca
313093;29/05/2024;13:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;RESIDENCIA;Reolon;2;39;Feminino;Branca
313163;29/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAMPINA DAS MISSOES;RESIDENCIA;INTERIOR;1;6;Feminino;Branca
313202;29/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;OUTROS;Nossa Senhora de Lourdes;1;14;Feminino;Branca
313880;29/05/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Partenon;1;19;Feminino;Branca
313914;29/05/2024;20:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;VIA PUBLICA;Centro;2;13;Masculino;Branca
314678;30/05/2024;12:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;OSORIO;RESIDENCIA;Primavera;1;11;Feminino;Branca
314786;30/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;OUTROS;Restinga;1;3;Feminino;Branca
315202;30/05/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GUAIBA;OUTROS;FlÛrida;1;15;Feminino;Branca
315833;31/05/2024;07:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VACARIA;RESIDENCIA;Santana;2;11;Masculino;Branca
316062;31/05/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO LUCENA;RESIDENCIA;;1;12;Masculino;Parda
316527;31/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Lomba do Pinheiro;1;14;Feminino;Preta
316528;31/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LUIZ GONZAGA;OUTROS;Centro;1;6;Feminino;Branca
316574;31/05/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;OUTROS;Centro;1;14;Feminino;Branca
316705;31/05/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TRES DE MAIO;OUTROS;centro;1;13;Feminino;Parda
316753;31/05/2024;15:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CARAZINHO;OUTROS;;0;;;
316762;31/05/2024;15:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;OUTROS;Centro;1;9;Feminino;Branca
316935;31/05/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTANA DO LIVRAMENTO;RESIDENCIA;Centro;1;3;Feminino;Branca
316945;31/05/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ARROIO DO TIGRE;RESIDENCIA;Santa FÈ;0;;;
317041;31/05/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VENANCIO AIRES;RESIDENCIA;Interior;1;11;Feminino;Branca
317237;31/05/2024;19:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CRUZEIRO DO SUL;RESIDENCIA;Passo Estrela;1;13;Feminino;Branca
317477;31/05/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;S„o JerÙnimo;1;13;Feminino;Branca
317616;01/06/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;S„o JosÈ;1;13;Feminino;Parda
317620;01/06/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Partenon;2;12;Feminino;Preta
317625;01/06/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PALMARES DO SUL;RESIDENCIA;BACUPARI;1;35;Feminino;Parda
317733;01/06/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PASSO FUNDO;RESIDENCIA;;1;13;Feminino;Branca
317741;01/06/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VILA MARIA;RESIDENCIA;centro;1;11;Feminino;Branca
317751;01/06/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VACARIA;RESIDENCIA;Mau·;0;;;
317857;01/06/2024;05:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Tom Jobim;1;13;Feminino;Branca
317984;01/06/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;FLORES DA CUNHA;RESIDENCIA;PÈrola;1;7;Feminino;Branca
318034;01/06/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ANTA GORDA;VIA PUBLICA;Invernada;1;3;Feminino;Branca
318227;01/06/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO SEBASTIAO DO CAI;RESIDENCIA;S√O JOS…;1;12;Feminino;Parda
318439;01/06/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Aparecida;1;12;Feminino;Preta
318768;01/06/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GUAIBA;RESIDENCIA;Bom Fim;1;12;Feminino;Branca
318841;01/06/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;COLINAS;RESIDENCIA;Centro;1;13;Feminino;Parda
318861;01/06/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;ESTABELECIMENTO DIVERSAO;;1;14;Feminino;Parda
318979;01/06/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;Vila Nova;1;20;Feminino;Branca
319058;01/06/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SOBRADINHO;RESIDENCIA;Floresta;1;15;Feminino;Branca
319251;01/06/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;RESIDENCIA;S„o Cristovao;1;16;Feminino;Parda
319282;01/06/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CRUZEIRO DO SUL;OUTROS;Centro;1;4;Feminino;Branca
319409;01/06/2024;21:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;VIA PUBLICA;Guajuviras;1;10;Feminino;Branca
319472;01/06/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;OUTROS;Santa CecÌlia;1;5;Feminino;Branca
319798;02/06/2024;03:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRINHA;RESIDENCIA;Jardim Bet‚nia;1;12;Masculino;Branca
320147;02/06/2024;11:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TENENTE PORTELA;RESIDENCIA;;1;14;Feminino;Branca
320426;02/06/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;S„o Jorge;2;49;Feminino;Branca
320507;02/06/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PARECI NOVO;RESIDENCIA;;1;13;Feminino;Branca
320742;02/06/2024;17:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;ESTABELECIMENTO COMERCIAL;Centro;1;10;Feminino;Branca
321032;02/06/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANDELARIA;RESIDENCIA;Ewaldo Prass;1;27;Feminino;Branca
321427;03/06/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TAPEJARA;RESIDENCIA;Treze de Maio;2;8;Feminino;Parda
321429;03/06/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CIDREIRA;RESIDENCIA;Chico Mendes;1;11;Feminino;Parda
321682;03/06/2024;07:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTANA DO LIVRAMENTO;RESIDENCIA;;1;7;Masculino;Branca
321770;03/06/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IJUI;RESIDENCIA;GlÛria;0;;;
322035;03/06/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;OUTROS;Centro;0;;;
322441;03/06/2024;13:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;Distrito Industrial;1;14;Feminino;Parda
322497;03/06/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IMBE;RESIDENCIA;Nordeste;1;3;Feminino;Branca
322605;03/06/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BAGE;VIA PUBLICA;Centro;1;13;Feminino;Branca
322688;03/06/2024;15:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;OUTROS;Centro;1;10;Masculino;Parda
322816;03/06/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;JAGUARAO;VIA PUBLICA;;1;26;Feminino;Branca
323042;03/06/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PASSO FUNDO;RESIDENCIA;Centro;2;13;Feminino;Branca
323156;03/06/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BAGE;RESIDENCIA;Industrial I;1;6;Feminino;Branca
323166;03/06/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;OUTROS;Jardim LindÛia;1;5;Feminino;Parda
323224;03/06/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CONDOR;RESIDENCIA;;1;13;Feminino;Branca
